seed,best_acc,best_correct_logit
0,0.4033333361148834,2.9803876876831055
1,0.39500001072883606,11.952882766723633
2,0.4166666865348816,11.144169807434082
3,0.3799999952316284,2.5073392391204834
4,0.3799999952316284,-2.4898183345794678
5,0.41333335638046265,8.262506484985352
6,0.4050000011920929,4.053259372711182
7,0.3683333396911621,-1.0509618520736694
